,image,num_nuclei,num_chromosomes,num_ecDNA,context_message
562,2131.tif,1,0,1,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 0\n}', '{""ecDNA"": 2}']"
563,2133.tif,0,19,15,"['{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 0\n}']"
564,2134.tif,2,9,18,"['{""ecDNA"": 5}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 0\n}']"
565,2135.tif,2,0,4,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
566,2138.tif,1,0,1,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
567,2139.tif,1,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 3\n}', '{\n  ""ecDNA_count"": 2\n}']"
568,214.tif,0,77,72,"['{\n""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA_count"": 3}']"
569,2144.tif,3,3,0,"['{\n  ""ecDNA_count"": 0\n}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 2\n}']"
570,2148.tif,6,0,6,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
571,2149.tif,0,10,3,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
572,215.tif,0,21,63,"['{\n  ""ecDNA"": 0\n}', '{\n  ""count"": 3\n}', '{\n  ""ecDNA_count"": 1\n}']"
573,2150.tif,0,16,9,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1\n}', '{""ecDNA"": 2}']"
574,2151.tif,0,6,4,"['{""ecDNA"": 4}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
575,2153.tif,0,5,9,"['{""ecDNA_count"": 1}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 3\n}']"
576,2154.tif,0,32,15,"['{""ecDNA"": 3}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 3\n}']"
577,2155.tif,0,20,9,"['{\n""ecDNA"": 2\n}', '{\n  ""count"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
578,2157.tif,0,13,7,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 3\n}']"
579,2161.tif,1,0,0,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
580,2165.tif,2,2,4,"['{\n""ecDNA_count"": 1\n}', '{\n  ""count"": 2\n}', '{\n""ecDNA"": 3\n}']"
581,2169.tif,1,1,12,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 2\n}']"
582,2170.tif,0,35,7,"['{\n  ""ecDNA"": 0\n}', '{\n  ""count"": 3\n}', '{""ecDNA"": 2}']"
583,2171.tif,3,0,4,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 0\n}']"
584,2174.tif,0,3,0,"['{""ecDNA"": 5}', '{\n  ""ecDNA_count"": 0\n}', '{""ecDNA"": 2}']"
585,2175.tif,7,1,3,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA_count"": 1}']"
586,2178.tif,1,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 3\n}', '{\n  ""ecDNA_count"": 0\n}']"
587,2179.tif,1,1,0,"['{""ecDNA_count"": 3}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
588,218.tif,1,3,6,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 2\n}']"
589,2188.tif,0,2,1,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 3\n}']"
590,2189.tif,0,25,29,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 1\n}', '{\n  ""ecDNA"": 2\n}']"
591,2190.tif,0,4,10,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 2\n}']"
592,2191.tif,0,1,2,"['{\n  ""ecDNA_count"": 0\n}', '{\n  ""count"": 3\n}', '{\n  ""ecDNA"": 2\n}']"
593,2192.tif,0,1,1,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA_count"": 2\n}']"
594,2193.tif,0,13,12,"['{""ecDNA_count"": 5}', '{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA_count"": 2\n}']"
595,2194.tif,0,5,7,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 2\n}', '{""ecDNA"": 2}']"
596,22.tif,1,0,0,"['{""ecDNA"": 2}', '{\n  ""count"": 1\n}', '{\n  ""ecDNA"": 2\n}']"
597,2208.tif,1,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
598,2209.tif,1,13,4,"['{""ecDNA"": 4}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
599,2210.tif,0,13,6,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
600,2213.tif,0,27,7,"['{\n""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA_count"":2}']"
601,2214.tif,0,28,10,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA_count"": 0\n}']"
602,2215.tif,0,3,3,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
603,2226.tif,1,2,6,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 0\n}', '{""ecDNA_count"":2}']"
604,2229.tif,2,8,1,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 10\n}']"
605,2230.tif,6,10,14,"['{""ecDNA_count"": 2}', '{\n  ""count"": 3\n}', '{\n  ""ecDNA_count"": 0\n}']"
606,2231.tif,1,0,0,"['{""ecDNA_count"": 3}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
607,2232.tif,0,0,1,"['{\n  ""ecDNA"": 0\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
608,2233.tif,0,9,2,"['{""ecDNA"": 3}', '{\n  ""count"": 10\n}', '{\n  ""ecDNA"": 0\n}']"
609,2234.tif,0,30,19,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
610,2235.tif,1,16,8,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 1\n}', '{\n""ecDNA"": 1\n}']"
611,2236.tif,1,0,0,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""count"": 2\n}', '{""ecDNA"": 2}']"
612,2244.tif,1,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 2\n}']"
613,2245.tif,1,5,1,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
614,2246.tif,0,4,0,"['{""ecDNA"": 5}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
615,2248.tif,1,0,0,"['{""ecDNA_count"":2}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA_count"": 2\n}']"
616,2249.tif,1,39,16,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 1\n}', '{\n  ""ecDNA"": 0\n}']"
617,225.tif,0,15,25,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 1\n}', '{""ecDNA"": 2}']"
618,2250.tif,0,28,8,"['{""ecDNA"": 4}', '{\n  ""count"": 1\n}', '{\n  ""ecDNA"": 0\n}']"
619,2251.tif,0,2,1,"['{\n  ""ecDNA"": 0\n}', '{\n  ""count"": 2\n}', '{\n""ecDNA"": 0\n}']"
620,2253.tif,0,4,3,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}']"
621,2254.tif,0,6,7,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
622,2259.tif,0,1,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
623,226.tif,0,6,29,"['{\n  ""ecDNA"": 0\n}', '{\n  ""count"": 1\n}', '{""ecDNA_count"":2}']"
624,2260.tif,1,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
625,2261.tif,1,0,0,"['{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA_count"": 0\n}', '{""ecDNA"": 2}']"
626,2264.tif,1,0,0,"['{\n""ecDNA"": 3\n}', '{\n  ""count"": 0\n}', '{""ecDNA"": 0}']"
627,2265.tif,1,0,0,"['{\n""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 1\n}', '{\n  ""ecDNA"": 3\n}']"
628,2269.tif,0,4,1,"['{""ecDNA"": 0}', '{\n  ""ecDNA_count"": 1\n}', '{\n  ""ecDNA"": 0\n}']"
629,2270.tif,7,35,7,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA_count"": 0\n}']"
630,2274.tif,10,26,8,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA_count"": 3\n}']"
631,228.tif,0,7,7,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 2}']"
632,2284.tif,1,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
633,2285.tif,2,0,0,"['{\n""ecDNA"": 0\n}', '{\n  ""count"": 1\n}', '{\n  ""ecDNA"": 2\n}']"
634,2288.tif,1,8,1,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
635,2289.tif,1,22,20,"['{""ecDNA"": 3}', '{\n  ""ecDNA_count"": 10\n}', '{\n  ""ecDNA"": 0\n}']"
636,229.tif,0,16,38,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
637,2290.tif,6,33,9,"['{\n""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 2\n}']"
638,2291.tif,1,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 3\n}', '{\n  ""ecDNA"": 2\n}']"
639,2292.tif,7,1,20,"['{\n  ""ecDNA_count"": 0\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
640,2293.tif,0,8,1,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 2}']"
641,2294.tif,0,14,2,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
642,2295.tif,0,1,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 3\n}', '{""ecDNA"": 3}']"
643,2296.tif,2,0,1,"['{\n""ecDNA_count"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
644,2297.tif,1,6,1,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 2\n}']"
645,23.tif,1,0,0,"['{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 3}']"
646,230.tif,0,17,30,"['{""ecDNA_count"": 2}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
647,2302.tif,1,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{""ecDNA"": 2}']"
648,2303.tif,1,0,0,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 1\n}']"
649,2309.tif,0,5,8,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
650,231.tif,0,4,15,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
651,2310.tif,0,8,7,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
652,2313.tif,0,22,33,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 0\n}', '{""ecDNA"": 2}']"
653,2314.tif,0,25,21,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n""ecDNA"": 0\n}']"
654,2317.tif,0,4,12,"['{\n""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
655,2318.tif,0,5,5,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 10\n}', '{\n  ""ecDNA"": 2\n}']"
656,232.tif,0,4,9,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
657,2320.tif,1,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA_count"": 1\n}']"
658,2321.tif,2,1,0,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 0\n}']"
659,2322.tif,1,3,1,"['{""ecDNA"": 5}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
660,2323.tif,1,1,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 0\n}']"
661,2324.tif,1,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 1\n}']"
662,2325.tif,1,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA_count"": 2\n}']"
663,2326.tif,1,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 0\n}', '{""ecDNA"": 1}']"
664,2328.tif,3,4,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
665,2329.tif,1,11,0,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA_count"": 2\n}']"
666,233.tif,0,14,30,"['{\n""ecDNA"": 5\n}', '{\n  ""count"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
667,2330.tif,0,19,3,"['{""ecDNA"": 2}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
668,2331.tif,0,6,2,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
669,2332.tif,1,8,0,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
670,2333.tif,1,23,2,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
671,2334.tif,1,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 2\n}', '{\n""ecDNA"": 2\n}']"
672,2335.tif,1,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA_count"": 0\n}']"
673,2337.tif,1,2,0,"['{""ecDNA"": 0}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
674,2338.tif,1,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
675,2339.tif,1,0,0,"['{""ecDNA_count"": 0}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
676,234.tif,0,14,24,"['{""ecDNA"": 5}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
677,2340.tif,5,0,1,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
678,2341.tif,1,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{""ecDNA"": 0}']"
679,2342.tif,1,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
680,235.tif,0,9,25,"['{""ecDNA"": 2}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 0\n}']"
681,236.tif,2,2,32,"['{\n  ""ecDNA"": 5\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
682,237.tif,0,2,17,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
683,238.tif,0,4,18,"['{\n""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
684,242.tif,0,6,12,"['{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA_count"": 0\n}', '{""ecDNA"": 2}']"
685,243.tif,0,2,5,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 10\n}', '{\n  ""ecDNA"": 2\n}']"
686,245.tif,28,0,16,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
687,246.tif,6,4,71,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA_count"": 1\n}', '{""ecDNA"": 0}']"
688,247.tif,0,12,64,"['{\n""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
689,248.tif,0,24,60,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 3\n}']"
690,249.tif,12,6,13,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
691,250.tif,2,5,65,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA_count"": 2\n}', '{\n""ecDNA"": 2\n}']"
692,251.tif,0,24,85,"['{""ecDNA"": 2}', '{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
693,252.tif,0,22,120,"['{\n  ""ecDNA"": 5\n}', '{\n  ""count"": 3\n}', '{""ecDNA"": 2}']"
694,253.tif,6,22,116,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 3\n}']"
695,254.tif,2,17,154,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""count"": 2\n}', '{""ecDNA"": 2}']"
696,255.tif,0,13,86,"['{""ecDNA"": 3}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
697,257.tif,11,6,127,"['{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 10\n}', '{\n  ""ecDNA"": 2\n}']"
698,258.tif,0,1,78,"['{""ecDNA_count"":2}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
699,259.tif,0,3,24,"['{""ecDNA"": 5}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
700,260.tif,0,2,5,"['{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA_count"": 0\n}']"
701,262.tif,0,2,7,"['{\n""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 2\n}']"
702,263.tif,0,13,34,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
703,266.tif,0,15,22,"['{""ecDNA"": 2}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 10\n}']"
704,267.tif,0,35,37,"['{\n""ecDNA"": 5\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
705,268.tif,0,11,49,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1\n}', '{""ecDNA"": 0}']"
706,269.tif,0,13,110,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA_count"": 0\n}']"
707,270.tif,0,6,25,"['{""ecDNA_count"":2}', '{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 2\n}']"
708,271.tif,0,15,26,"['{\n  ""ecDNA"": 5\n}', '{\n  ""count"": 0\n}', '{""ecDNA"": 3}']"
709,272.tif,0,21,86,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
710,273.tif,0,26,156,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
711,274.tif,0,10,68,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 1\n}', '{\n  ""ecDNA"": 0\n}']"
712,276.tif,0,4,18,"['{\n""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA_count"": 3\n}']"
713,277.tif,0,13,51,"['{\n""ecDNA"": 2\n}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 2\n}']"
714,289.tif,0,26,17,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 1\n}', '{\n""ecDNA"": 0\n}']"
715,29.tif,0,9,0,"['{""ecDNA"": 2}', '{\n  ""count"": 2\n}', '{""ecDNA"": 3}']"
716,290.tif,0,13,16,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 2\n}']"
717,293.tif,0,27,10,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 10\n}', '{\n  ""ecDNA_count"": 0\n}']"
718,294.tif,0,11,20,"['{\n  ""ecDNA"": 5\n}', '{\n  ""count"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
719,295.tif,0,7,11,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 1\n}', '{\n""ecDNA"": 2\n}']"
720,297.tif,0,2,1,"['{\n  ""ecDNA"": 0\n}', '{\n  ""count"": 1\n}', '{\n  ""ecDNA"": 3\n}']"
721,298.tif,0,7,5,"['{""ecDNA"": 3}', '{\n  ""count"": 1\n}', '{\n  ""ecDNA"": 2\n}']"
722,3.tif,2,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
723,309.tif,0,18,28,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 3\n}', '{\n  ""ecDNA_count"": 0\n}']"
724,310.tif,0,9,22,"['{\n  ""ecDNA_count"": 3\n}', '{\n  ""count"": 1\n}', '{\n  ""ecDNA"": 2\n}']"
725,311.tif,0,3,10,"['{""ecDNA"": 0}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA_count"": 2\n}']"
726,313.tif,0,20,22,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 0\n}', '{""ecDNA"": 1}']"
727,314.tif,0,18,30,"['{\n  ""ecDNA_count"": 10\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
728,315.tif,0,7,11,"['{\n  ""ecDNA"": 5\n}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 1\n}']"
729,32.tif,0,16,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 2\n}', '{\n""ecDNA"": 2\n}']"
730,325.tif,0,3,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA_count"": 2\n}']"
731,326.tif,0,3,6,"['{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
732,328.tif,0,4,0,"['{""ecDNA"": 0}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}']"
733,329.tif,0,17,26,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
734,33.tif,0,45,2,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
735,330.tif,0,11,27,"['{\n  ""ecDNA"": 5\n}', '{\n  ""count"": 0\n}', '{\n""ecDNA"": 0\n}']"
736,331.tif,0,8,15,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 1\n}', '{\n  ""ecDNA"": 0\n}']"
737,333.tif,0,15,11,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 0}']"
738,334.tif,0,21,33,"['{""ecDNA"": 3}', '{\n  ""ecDNA_count"": 1\n}', '{\n""ecDNA"": 2\n}']"
739,335.tif,0,7,10,"['{\n  ""ecDNA"": 5\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
740,343.tif,1,0,0,"['{""ecDNA_count"": 5}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
741,344.tif,0,12,1,"['{""ecDNA"": 2}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
742,345.tif,0,58,37,"['{""ecDNA"": 2}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
743,346.tif,0,40,51,"['{\n""ecDNA"": 5\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 3\n}']"
744,347.tif,1,2,6,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
745,348.tif,0,14,28,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 0\n}']"
746,349.tif,0,30,80,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 1\n}']"
747,350.tif,0,11,68,"['{\n""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 0\n}']"
748,352.tif,0,13,17,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
749,353.tif,0,32,75,"['{\n""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
750,354.tif,0,15,57,"['{""ecDNA_count"": 3}', '{\n  ""count"": 1\n}', '{\n  ""ecDNA"": 1\n}']"
751,357.tif,0,3,6,"['{""ecDNA"": 0}', '{\n  ""count"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
