,image,num_nuclei,num_chromosomes,num_ecDNA,agg_results
894,599.tif,0,4,37,"['{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
895,6.tif,2,0,0,"['{\n    ""ecDNA_count"": 5\n}', '```json\n{\n  ""ecDNA"": 0\n}\n```', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}']"
896,605.tif,0,2,43,"['```json\n{\n  ""ecDNA"": 3\n}\n```', '```json\n[0]\n```', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
897,609.tif,0,25,89,"['{\n  ""ecDNA"": 1\n}', '{""ecDNA"": ""3""}', '{\n  ""ecDNA"": 1\n}', '```json\n[1]\n```', '{""ecDNA"": 3}']"
898,610.tif,0,16,58,"['{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": {\n    ""count"": 0\n  }\n}', '{\n""ecDNA"": 5\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}']"
899,611.tif,0,0,2,"['{""ecDNA"":3}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": {\n    ""number"": 3\n  }\n}']"
900,613.tif,0,19,104,"['{""ecDNA"":3}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": {\n    ""count"": 2\n  }\n}']"
901,614.tif,3,1,10,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 5\n}', '{\n""ecDNA"": 0\n}']"
902,615.tif,1,0,10,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 2\n}']"
903,617.tif,0,5,36,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": {\n    ""count"": 5\n  }\n}', '{\n    ""ecDNA"": 0\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
904,618.tif,0,5,30,"['{""ecDNA"": 0}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}']"
905,620.tif,1,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}', '{\n""ecDNA"": 5\n}', '{\n""ecDNA"": 2\n}', '{\n  ""ecDNA"": 10\n}']"
906,621.tif,1,0,0,"['{\n  ""ecDNA_count"": 5\n}', '{\n  ""ecDNA"": 1\n}', '{""ecDNA"": 3}', '```json\n[1]\n```', '{""ecDNA"": 0}']"
907,622.tif,1,0,0,"['{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n    ""ecDNA"": 2\n}', '{""ecDNA"": 5}']"
908,623.tif,2,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '```json\n[""3""]\n```', '{\n  ""ecDNA"": 0\n}', '```json\n{\n  ""ecDNA"": {\n    ""count"": 1\n  }\n}\n```']"
909,624.tif,1,0,0,"['{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 3\n}', '{\n""ecDNA"": 1234567890\n}']"
910,625.tif,1,0,0,"['{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 5\n}', '{\n  ""ecDNA"": 1234567890\n}', '{\n  ""ecDNA_count"": 1\n}']"
911,626.tif,1,0,0,"['{""ecDNA"": 3}', '{""ecDNA"": 0}', '{\n  ""ecDNA"": 4\n}', '```json\n[1]\n```', '{\n  ""ecDNA"": 2\n}']"
912,627.tif,1,0,0,"['{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 1}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 4\n}', '{\n""ecDNA"": 5\n}']"
913,629.tif,0,33,12,"['{\n  ""ecDNA"": 3\n}', '```json\n[3]\n```', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 5\n}']"
914,630.tif,0,24,4,"['{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 1}', '{\n  ""ecDNA"": 2\n}', '{\n    ""ecDNA"": 1\n}', '{""ecDNA"": 3}']"
915,633.tif,0,3,3,"['{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 5\n}', '{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 0\n}']"
916,634.tif,0,11,8,"['{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 1\n}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 3\n}']"
917,636.tif,1,0,0,"['{\n  ""ecDNA"": 1\n}', '{""ecDNA"": ""3""}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 3\n}']"
918,637.tif,1,0,0,"['{""ecDNA"": 0}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n""ecDNA"": 3\n}']"
919,638.tif,2,1,2,"['{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 5\n}', '{\n  ""ecDNA"": 10\n}', '{""ecDNA"": 3}']"
920,640.tif,2,0,0,"['{\n  ""ecDNA"": 1\n}', '```json\n[3]\n```', '{\n  ""ecDNA"": 3\n}', '```json\n[3]\n```', '{""ecDNA"": 2}']"
921,641.tif,4,0,7,"['{""ecDNA"": 0}', '{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 2\n}', '{\n""ecDNA"": 20\n}', '{\n  ""ecDNA"": 3\n}']"
922,642.tif,2,0,0,"['{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 1\n}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 5\n}', '```json\n{\n  ""ecDNA"": 2\n}\n```']"
923,643.tif,1,1,9,"['```json\n{\n  ""ecDNA"": 3\n}\n```', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
924,644.tif,3,0,0,"['{\n  ""ecDNA"": 1\n}', '{\n""ecDNA"": 0\n}', '{""ecDNA"": 2}', '{\n""ecDNA"": 10\n}', '{\n  ""ecDNA"": 3\n}']"
925,645.tif,2,0,0,"['{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 20\n}', '```json\n[\n    {\n        ""ecDNA_count"": 3,\n        ""ecDNA_image"": ""image"",\n        ""description"": ""The ecDNA count is 3.""\n    }\n]\n```', '{\n""ecDNA"": 0\n}']"
926,646.tif,2,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '```json\n{\n  ""ecDNA"": 0\n}\n```']"
927,647.tif,5,0,3,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 2}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}']"
928,648.tif,2,0,0,"['{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 2}', '```json\n[3]\n```', '{\n  ""ecDNA"": {\n    ""total"": 0\n  }\n}', '{\n  ""ecDNA"": {\n    ""count"": 2\n  }\n}']"
929,649.tif,1,11,7,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": {\n    ""count"": 5\n  }\n}', '{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}']"
930,650.tif,0,7,2,"['{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 10,\n  ""nuclei"": 0,\n  ""chromosomes"": 0\n}', '{""ecDNA"": {""count"": 5}}', '{""ecDNA"": 2}']"
931,652.tif,1,22,10,"['{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 1\n}', '{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 3\n}']"
932,653.tif,0,27,23,"['{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": {\n    ""count"": 2\n  }\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}', '{\n""ecDNA"": 0\n}']"
933,654.tif,1,4,0,"['{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}', '```json\n[10]\n```', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
934,656.tif,1,1,0,"['{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": {\n    ""number"": 3\n}\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 4\n}', '{\n""ecDNA"": 3\n}']"
935,657.tif,1,3,0,"['{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 0\n}']"
936,658.tif,4,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 2\n}', '{\n""ecDNA"": 1,\n""nuclei"": 1,\n""chromosomes"": 1\n}', '{\n  ""ecDNA"": 5\n}', '{\n""ecDNA"": 2\n}']"
937,659.tif,1,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 5\n}', '```json\n{\n  ""ecDNA"": 3\n}\n```']"
938,660.tif,3,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
939,661.tif,6,1,0,"['```json\n[1]\n```', '{\n  ""ecDNA"": {\n    ""count"": 5\n  }\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 4\n}']"
940,662.tif,2,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}']"
941,663.tif,2,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
942,664.tif,2,0,0,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 1\n}', '```json\n[\n  {\n    ""ecDNA"": 2\n  }\n]\n```', '{\n  ""ecDNA"": 2\n}']"
943,665.tif,2,0,0,"['```json\n{\n  ""ecDNA"": 2\n}\n```', '{""ecDNA"":1}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 0\n}', '{""ecDNA"": 0}']"
944,666.tif,2,0,0,"['{\n""ecDNA"": 2\n}', '{""ecDNA"": 0}', '```json\n{\n  ""ecDNA"": 40\n}\n```', '{\n  ""ecDNA_count"": 0\n}', '{\n    ""ecDNA"": 0\n}']"
945,667.tif,1,0,0,"['{\n    ""ecDNA"": 3\n}', '```json\n{\n  ""ecDNA"": 1\n}\n```', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 123\n}', '{\n  ""ecDNA"": 2\n}']"
946,668.tif,2,0,0,"['{""ecDNA"": 2}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}', '{\n""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}']"
947,669.tif,0,20,9,"['{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 1\n}', '{\n  ""ecDNA"": 0\n}']"
948,670.tif,1,25,9,"['{\n""ecDNA"": {\n""number"": 0\n}\n}', '{\n""ecDNA"": 3\n}', '{\n""ecDNA"": {\n""count"": 2\n}\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA_count"":3}']"
949,672.tif,3,0,0,"['{\n""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 5\n}', '{\n  ""ecDNA_count"": 3\n}']"
950,673.tif,2,11,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": {\n    ""count"": 1,\n    ""bbox"": [0, 0, 1, 1]\n  }\n}', '```json\n{\n  ""ecDNA"": 3\n}\n```', '```json\n{\n  ""ecDNA"": 0\n}\n```', '{\n  ""ecDNA"": 3\n}']"
951,674.tif,0,15,3,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}']"
952,675.tif,1,0,0,"['{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 0}', '{\n    ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 3}']"
953,676.tif,7,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 5\n}', '{\n""ecDNA"": 0\n}', '```json\n{\n  ""ecDNA"": 2\n}\n```']"
954,677.tif,5,0,1,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": {\n    ""count"": 0\n  }\n}', '```json\n{\n  ""ecDNA"": 0\n}\n```', '{\n""ecDNA"": 0\n}']"
955,678.tif,1,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '```json\n{\n  ""ecDNA"": 5\n}\n```', '{\n""ecDNA"": 0\n}', '```json\n{\n  ""ecDNA"": 3\n}\n```']"
956,679.tif,2,1,0,"['{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA_count"":1}', '{\n  ""ecDNA"": 0\n}']"
957,68.tif,0,2,6,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 4\n}', '{\n    ""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}']"
958,680.tif,4,0,0,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '```json\n{\n  ""ecDNA"": 3\n}\n```', '{""ecDNA"": 2}']"
959,681.tif,5,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 10\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 2\n}', '{\n""ecDNA"": 3\n}']"
960,682.tif,3,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 2\n}']"
961,683.tif,3,2,0,"['{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
962,684.tif,2,1,0,"['{\n  ""ecDNA"": 3\n}', '```json\n[5]\n```', '{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
963,685.tif,2,4,1,"['{\n  ""ecDNA"": 10\n}', '{\n""ecDNA"": {\n""count"": 5\n}\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 1\n}']"
964,686.tif,4,2,0,"['{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": ""3""}']"
965,687.tif,3,0,0,"['{\n  ""ecDNA"": 4\n}', '{\n""ecDNA"": 1\n}', '```json\n{\n""ecDNA"": 3\n}\n```', '{""ecDNA"":2}', '{\n""ecDNA"": 1\n}']"
966,688.tif,3,26,18,"['{\n  ""ecDNA"": 2\n}', '{""ecDNA"":2}', '{\n""ecDNA"": 2\n}', '{\n""ecDNA"": 3\n}', '{\n    ""ecDNA"": 0\n}']"
967,689.tif,1,24,20,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 5\n}', '{\n  ""ecDNA"": {\n    ""count"": 2\n  }\n}']"
968,69.tif,0,8,17,"['{\n""ecDNA"": 0\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{""ecDNA"":3}', '{""ecDNA"": 2}']"
969,690.tif,2,6,0,"['{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": {\n    ""count"": 5\n  }\n}', '```json\n{\n  ""ecDNA"": 3\n}\n```', '{\n  ""ecDNA"": 3\n}', '```json\n[\n    {\n        ""count"": 2\n    }\n]\n```']"
970,691.tif,3,0,0,"['```json\n[\n  {\n    ""ecDNA"": 3\n  }\n]\n```', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 45\n}', '{\n  ""ecDNA_count"": 3\n}', '{\n    ""ecDNA"": 3\n}']"
971,692.tif,2,0,1,"['{""ecDNA"": 4}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
972,693.tif,1,1,3,"['{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
973,694.tif,1,4,3,"['{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}', '{""ecDNA"":1}', '{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": {\n        ""count"": 1,\n        ""description"": ""Circular structure in cell images""\n    }\n}']"
974,695.tif,4,1,1,"['{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 2\n}', '```json\n{\n  ""ecDNA"": 3\n}\n```', '{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '{\n  ""ecDNA"": 2\n}']"
975,696.tif,5,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}', '```json\n[1]\n```', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}']"
976,697.tif,1,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": {\n    ""count"": 1\n  }\n}', '```json\n[{""value"":3}]\n```', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
977,699.tif,1,0,0,"['```json\n[1]\n```', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
978,7.tif,2,0,1,"['{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
979,70.tif,0,4,13,"['{\n""ecDNA"": 4\n}', '{\n""ecDNA"": 4\n}', '{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
980,700.tif,2,0,0,"['{\n    ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": {\n    ""count"": 2\n  }\n}', '{\n  ""ecDNA"": 3\n}']"
981,701.tif,1,0,0,"['{\n  ""ecDNA"": 0\n}', '{""ecDNA"":1}', '{\n""ecDNA"": 0\n}', '{""ecDNA"": 3}', '```json\n[2]\n```']"
982,702.tif,3,0,0,"['{\n  ""ecDNA"": 20\n}', '{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA_count"": 1}', '{\n  ""ecDNA"": 3\n}']"
983,703.tif,2,0,0,"['{\n""ecDNA"": 2\n}', '{""ecDNA"":3}', '{\n""ecDNA"": 4\n}', '{\n  ""ecDNA"": 10\n}', '{\n  ""ecDNA"": 1\n}']"
984,704.tif,2,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
985,705.tif,1,0,1,"['{\n""ecDNA"": 3\n}', '```json\n{\n  ""ecDNA"": 5\n}\n```', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
986,706.tif,3,0,0,"['{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 2}', '{\n    ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 5\n}']"
987,707.tif,4,1,0,"['{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 10\n}', '{\n""ecDNA"": 5\n}']"
988,708.tif,1,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
989,709.tif,0,39,65,"['{""ecDNA"": 5}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
990,710.tif,1,18,25,"['{\n  ""ecDNA"": 3\n}', '```json\n{\n  ""ecDNA"": 0\n}\n```', '{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}']"
991,711.tif,4,0,0,"['{\n""ecDNA"": 0\n}', '```json\n{\n  ""ecDNA"": 10\n}\n```', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 5\n}']"
992,712.tif,2,0,0,"['{""ecDNA"": 3}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 3\n}', '```json\n{\n  ""ecDNA"": 100\n}\n```', '{""ecDNA"": 3}']"
993,713.tif,1,8,8,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA_count"":5}', '{\n  ""ecDNA"": 0\n}']"
994,714.tif,1,2,4,"['{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}', '{""ecDNA"": 5}', '{""ecDNA_count"":2}']"
995,715.tif,3,2,0,"['{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": {\n    ""count"": 20\n  }\n}']"
996,716.tif,4,0,0,"['{\n    ""ecDNA"": 0\n}', '{\n""ecDNA"": 42\n}', '```json\n{\n  ""ecDNA"": 2\n}\n```', '{\n  ""ecDNA"": 0\n}', '{""ecDNA_count"":3}']"
997,717.tif,2,0,0,"['{\n  ""ecDNA"": 3\n}', '{""ecDNA_count"": 0}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 2\n}', '{\n    ""ecDNA"": 2\n}']"
998,718.tif,2,0,1,"['{\n  ""ecDNA"": 3\n}', '```json\n[2]\n```', '{\n  ""ecDNA"": 0\n}', '```json\n{\n  ""ecDNA"": 3\n}\n```', '{\n""ecDNA"": 2\n}']"
999,719.tif,2,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}', '{\n""ecDNA"": 2\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1\n}']"
1000,72.tif,0,7,15,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 0\n}', '```json\n{\n  ""ecDNA"": 0\n}\n```', '{""ecDNA"": 0}', '{\n  ""ecDNA"": 3\n}']"
1001,720.tif,2,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{""ecDNA"": 1}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": {\n    ""value"": 3,\n    ""count"": 3\n  }\n}']"
1002,721.tif,1,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": {\n    ""count"": 5\n  }\n}', '{""ecDNA"": 5}']"
1003,724.tif,2,1,0,"['{\n""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": {\n    ""value"": 0,\n    ""count"": 0\n  }\n}', '{\n  ""ecDNA"": 0\n}']"
1004,725.tif,1,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
1005,726.tif,1,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 0\n}']"
1006,727.tif,2,0,0,"['{\n  ""ecDNA_count"": 2\n}', '{""ecDNA"": 0}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"":3}', '{\n""ecDNA"": 0\n}']"
1007,728.tif,2,13,2,"['{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 5\n}', '{""ecDNA"": 5}']"
1008,729.tif,0,37,1,"['{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 5\n}']"
1009,73.tif,0,19,33,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 5\n}', '```json\n[{""value"": 3}]\n```', '{\n  ""ecDNA"": 3\n}']"
1010,730.tif,2,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}']"
1011,731.tif,2,2,0,"['{\n  ""ecDNA"": 2\n}', '{""ecDNA"":2}', '{""ecDNA"": 2}', '```json\n[\n  {\n    ""ecDNA"": 3\n  }\n]\n```', '{\n    ""ecDNA"": 3\n}']"
1012,732.tif,2,3,0,"['{\n""ecDNA"": 3\n}', '{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 3\n}']"
